TimePeriod,,GeoID,GeoRank,Geography,10th percentile mcg/m3,90th percentile mcg/m3,Mean,Indicator,IndicatorID
Annual Average 2016,,212,6,Williamsbridge and Baychester (CD12),7.1,8.1,7.5,PM 2.5,365
Annual Average 2016,,301,6,Greenpoint and Williamsburg (CD1),8.7,10.6,9.6,PM 2.5,365
Annual Average 2016,,302,6,Fort Greene and Brooklyn Heights (CD2),8.2,9.6,8.8,PM 2.5,365
Annual Average 2016,,303,6,Bedford Stuyvesant (CD3),7.6,8.7,8.1,PM 2.5,365
Annual Average 2016,,304,6,Bushwick (CD4),7.4,9.3,8.1,PM 2.5,365
Annual Average 2016,,305,6,East New York and Starrett City (CD5),7,8.9,7.7,PM 2.5,365
Annual Average 2016,,306,6,Park Slope and Carroll Gardens (CD6),8,9.9,8.9,PM 2.5,365
Annual Average 2016,,307,6,Sunset Park (CD7),7.5,9.6,8.5,PM 2.5,365
Annual Average 2016,,308,6,Crown Heights and Prospect Heights (CD8),7.7,8.4,8,PM 2.5,365
Annual Average 2016,,309,6,South Crown Heights and Lefferts Gardens (CD9),7.6,7.9,7.8,PM 2.5,365
Annual Average 2016,,310,6,Bay Ridge and Dyker Heights (CD10),6.9,8.1,7.4,PM 2.5,365
Annual Average 2016,,311,6,Bensonhurst (CD11),6.8,7.3,7,PM 2.5,365
Annual Average 2016,,312,6,Borough Park (CD12),7.2,7.7,7.5,PM 2.5,365
Annual Average 2016,,313,6,Coney Island (CD13),6.4,6.9,6.6,PM 2.5,365
Annual Average 2016,,314,6,Flatbush and Midwood (CD14),7.1,7.9,7.4,PM 2.5,365
Annual Average 2016,,315,6,Sheepshead Bay (CD15),6.4,7.2,6.8,PM 2.5,365
Annual Average 2016,,316,6,Brownsville (CD16),7.5,8.9,8,PM 2.5,365
Annual Average 2016,,317,6,East Flatbush (CD17),7.4,8.3,7.8,PM 2.5,365
Annual Average 2016,,318,6,Flatlands and Canarsie (CD18),6.4,8,7.1,PM 2.5,365
Annual Average 2016,,401,6,Long Island City and Astoria (CD1),6.8,8.6,7.8,PM 2.5,365
Annual Average 2016,,402,6,Woodside and Sunnyside (CD2),8,10.7,9.3,PM 2.5,365
Annual Average 2016,,403,6,Jackson Heights (CD3),7,7.6,7.3,PM 2.5,365
Annual Average 2016,,404,6,Elmhurst and Corona (CD4),7.3,8.3,7.7,PM 2.5,365
Annual Average 2016,,405,6,Ridgewood and Maspeth (CD5),7.1,9.7,8,PM 2.5,365
Annual Average 2016,,406,6,Rego Park and Forest Hills (CD6),7,8.2,7.5,PM 2.5,365
Annual Average 2016,,407,6,Flushing and Whitestone (CD7),6.7,8.2,7.3,PM 2.5,365
Annual Average 2016,,408,6,Hillcrest and Fresh Meadows (CD8),6.7,7.5,7,PM 2.5,365
Annual Average 2016,,409,6,Kew Gardens and Woodhaven (CD9),6.9,7.8,7.3,PM 2.5,365
Annual Average 2016,,410,6,South Ozone Park and Howard Beach (CD10),6.5,7.3,6.8,PM 2.5,365
Annual Average 2016,,411,6,Bayside and Little Neck (CD11),6.5,7.6,6.9,PM 2.5,365
Annual Average 2016,,412,6,Jamaica and Hollis (CD12),6.5,7.5,7,PM 2.5,365
Annual Average 2016,,413,6,Queens Village (CD13),6.2,6.9,6.5,PM 2.5,365
Annual Average 2016,,414,6,Rockaway and Broad Channel (CD14),5.9,6.1,6,PM 2.5,365
Annual Average 2016,,501,6,St. George and Stapleton (CD1),6.7,7.6,7.1,PM 2.5,365
Annual Average 2016,,502,6,South Beach and Willowbrook (CD2),6.4,7.8,6.9,PM 2.5,365
Annual Average 2016,,503,6,Tottenville and Great Kills (CD3),6.3,7.2,6.6,PM 2.5,365
Annual Average 2016,,101,4,Kingsbridge - Riverdale,7.1,8.2,7.5,PM 2.5,365
Annual Average 2016,,102,4,Northeast Bronx,7.1,8.5,7.6,PM 2.5,365
Annual Average 2016,,103,4,Fordham - Bronx Pk,7.2,8,7.6,PM 2.5,365
Annual Average 2016,,104,4,Pelham - Throgs Neck,6.8,8.3,7.5,PM 2.5,365
Annual Average 2016,,105,4,Crotona -Tremont,7.6,8.8,8.2,PM 2.5,365
Annual Average 2016,,106,4,High Bridge - Morrisania,7.7,8.7,8.2,PM 2.5,365
Annual Average 2016,,107,4,Hunts Point - Mott Haven,6.7,9.6,8.3,PM 2.5,365
Annual Average 2016,,201,4,Greenpoint,8.8,10.2,9.5,PM 2.5,365
Annual Average 2016,,202,4,Downtown - Heights - Slope,8.1,9.8,8.9,PM 2.5,365
Annual Average 2016,,203,4,Bedford Stuyvesant - Crown Heights,7.6,8.4,7.9,PM 2.5,365
Annual Average 2016,,204,4,East New York,7.1,8.9,7.8,PM 2.5,365
Annual Average 2016,,205,4,Sunset Park,7.4,9.6,8.4,PM 2.5,365
Annual Average 2016,,206,4,Borough Park,7.1,7.8,7.4,PM 2.5,365
Annual Average 2016,,207,4,East Flatbush - Flatbush,7.3,8,7.6,PM 2.5,365
Annual Average 2016,,208,4,Canarsie - Flatlands,6.4,8.2,7.1,PM 2.5,365
Annual Average 2016,,209,4,Bensonhurst - Bay Ridge,6.8,7.7,7.1,PM 2.5,365
Annual Average 2016,,210,4,Coney Island - Sheepshead Bay,6.4,7.1,6.8,PM 2.5,365
Annual Average 2016,,211,4,Williamsburg - Bushwick,7.6,10.5,8.7,PM 2.5,365
Annual Average 2016,,301,4,Washington Heights,7.3,8.5,7.8,PM 2.5,365
Annual Average 2016,,302,4,Central Harlem - Morningside Heights,7.7,8.2,8,PM 2.5,365
Annual Average 2016,,303,4,East Harlem,7.9,8.5,8.2,PM 2.5,365
Annual Average 2016,,304,4,Upper West Side,8.2,8.8,8.5,PM 2.5,365
Annual Average 2016,,305,4,Upper East Side,8.2,9.8,9.1,PM 2.5,365
Annual Average 2016,,306,4,Chelsea - Clinton,8.8,11.8,10.3,PM 2.5,365
Annual Average 2016,,307,4,Gramercy Park - Murray Hill,9.5,11.8,10.8,PM 2.5,365
Annual Average 2016,,308,4,Greenwich Village - SoHo,8.9,10,9.5,PM 2.5,365
Annual Average 2016,,309,4,Union Square - Lower East Side,8.1,10.1,9,PM 2.5,365
Annual Average 2016,,310,4,Lower Manhattan,9.1,9.9,9.5,PM 2.5,365
Annual Average 2016,,401,4,Long Island City - Astoria,7.6,10.3,8.6,PM 2.5,365
Annual Average 2016,,402,4,West Queens,7.1,10.3,8.1,PM 2.5,365
Annual Average 2016,,403,4,Flushing - Clearview,6.7,8.2,7.2,PM 2.5,365
Annual Average 2016,,404,4,Bayside - Little Neck,6.4,7.7,6.9,PM 2.5,365
Annual Average 2016,,405,4,Ridgewood - Forest Hills,7,8.1,7.6,PM 2.5,365
Annual Average 2016,,406,4,Fresh Meadows,6.7,7.5,7,PM 2.5,365
Annual Average 2016,,407,4,Southwest Queens,6.6,7.6,7,PM 2.5,365
Annual Average 2016,,408,4,Jamaica,6.6,7.5,7,PM 2.5,365
Annual Average 2016,,409,4,Southeast Queens,6.2,6.8,6.5,PM 2.5,365
Annual Average 2016,,410,4,Rockaways,5.9,6.1,6,PM 2.5,365
Annual Average 2016,,501,4,Port Richmond,6.8,7.9,7.3,PM 2.5,365
Annual Average 2016,,502,4,Stapleton - St. George,6.4,7.2,6.8,PM 2.5,365
Annual Average 2016,,503,4,Willowbrook,6.4,8.4,7.1,PM 2.5,365
Annual Average 2016,,504,4,South Beach - Tottenville,6.3,7.1,6.6,PM 2.5,365
Annual Average 2016,,101,3,Kingsbridge - Riverdale,7.1,8.2,7.5,PM 2.5,365
Annual Average 2016,,102,3,Northeast Bronx,7.1,8.5,7.6,PM 2.5,365
Annual Average 2016,,103,3,Fordham - Bronx Pk,7.2,8,7.6,PM 2.5,365
Annual Average 2016,,104,3,Pelham - Throgs Neck,6.8,8.3,7.5,PM 2.5,365
Annual Average 2016,,201,3,Greenpoint,8.8,10.2,9.5,PM 2.5,365
Annual Average 2016,,202,3,Downtown - Heights - Slope,8.1,9.8,8.9,PM 2.5,365
Annual Average 2016,,203,3,Bedford Stuyvesant - Crown Heights,7.6,8.4,7.9,PM 2.5,365
Annual Average 2016,,204,3,East New York,7.1,8.9,7.8,PM 2.5,365
Annual Average 2016,,205,3,Sunset Park,7.4,9.6,8.4,PM 2.5,365
Annual Average 2016,,206,3,Borough Park,7.1,7.8,7.4,PM 2.5,365
Annual Average 2016,,207,3,East Flatbush - Flatbush,7.3,8,7.6,PM 2.5,365
Annual Average 2016,,208,3,Canarsie - Flatlands,6.4,8.2,7.1,PM 2.5,365
Annual Average 2016,,209,3,Bensonhurst - Bay Ridge,6.8,7.7,7.1,PM 2.5,365
Annual Average 2016,,210,3,Coney Island - Sheepshead Bay,6.4,7.1,6.8,PM 2.5,365
Annual Average 2016,,211,3,Williamsburg - Bushwick,7.6,10.5,8.7,PM 2.5,365
Annual Average 2016,,301,3,Washington Heights,7.3,8.5,7.8,PM 2.5,365
Annual Average 2016,,302,3,Central Harlem - Morningside Heights,7.7,8.2,8,PM 2.5,365
Annual Average 2016,,303,3,East Harlem,7.9,8.5,8.2,PM 2.5,365
Annual Average 2016,,304,3,Upper West Side,8.2,8.8,8.5,PM 2.5,365
Annual Average 2016,,401,3,Long Island City - Astoria,7.6,10.3,8.6,PM 2.5,365
Annual Average 2016,,402,3,West Queens,7.1,10.3,8.1,PM 2.5,365
Annual Average 2016,,403,3,Flushing - Clearview,6.7,8.2,7.2,PM 2.5,365
Annual Average 2016,,405,3,Ridgewood - Forest Hills,7,8.1,7.6,PM 2.5,365
Annual Average 2016,,407,3,Southwest Queens,6.6,7.6,7,PM 2.5,365
Annual Average 2016,,408,3,Jamaica,6.6,7.5,7,PM 2.5,365
Annual Average 2016,,409,3,Southeast Queens,6.2,6.8,6.5,PM 2.5,365
Annual Average 2016,,410,3,Rockaways,5.9,6.1,6,PM 2.5,365
Annual Average 2016,,305307,3,Upper East Side-Gramercy,8.5,11.4,9.9,PM 2.5,365
Annual Average 2016,,306308,3,Chelsea-Village  ,8.8,11.5,10,PM 2.5,365
Annual Average 2016,,309310,3,Union Square-Lower Manhattan,8.1,10,9.2,PM 2.5,365
Annual Average 2016,,404406,3,Bayside Little Neck-Fresh Meadows,6.5,7.6,6.9,PM 2.5,365
Annual Average 2016,,501502,3,Northern SI,6.4,7.5,7,PM 2.5,365
Annual Average 2016,,503504,3,Southern SI,6.3,7.5,6.8,PM 2.5,365
Annual Average 2016,,105106107,3,South Bronx,7.5,9.1,8.2,PM 2.5,365
Annual Average 2016,,1,1,Bronx,7.1,8.6,7.8,PM 2.5,365
Annual Average 2016,,2,1,Brooklyn,6.7,9.2,7.8,PM 2.5,365
Annual Average 2016,,3,1,Manhattan,7.7,10.7,9,PM 2.5,365
Annual Average 2016,,4,1,Queens,6.3,8.1,7.2,PM 2.5,365
Annual Average 2016,,5,1,Staten Island,6.3,7.5,6.8,PM 2.5,365
Annual Average 2016,,1,0,New York City,6.4,8.9,7.4,PM 2.5,365
Summer 2016,,101,6,Financial District (CD1),9.4,10.2,9.8,PM 2.5,365
Summer 2016,,102,6,Greenwich Village and Soho (CD2),9.2,10.3,9.9,PM 2.5,365
Summer 2016,,103,6,Lower East Side and Chinatown (CD3),8.3,10.2,9.2,PM 2.5,365
Summer 2016,,104,6,Clinton and Chelsea (CD4),9.1,11.3,10.2,PM 2.5,365
Summer 2016,,105,6,Midtown (CD5),10.9,12.6,11.7,PM 2.5,365
Summer 2016,,106,6,Stuyvesant Town and Turtle Bay (CD6),9.2,11.8,10.6,PM 2.5,365
Summer 2016,,107,6,Upper West Side (CD7),8.8,9.4,9.1,PM 2.5,365
Summer 2016,,108,6,Upper East Side (CD8),8.8,10.4,9.7,PM 2.5,365
Summer 2016,,109,6,Morningside Heights and Hamilton Heights (CD9),8.5,9,8.7,PM 2.5,365
Summer 2016,,110,6,Central Harlem (CD10),8.4,8.8,8.6,PM 2.5,365
Summer 2016,,111,6,East Harlem (CD11),8.6,9.2,8.9,PM 2.5,365
Summer 2016,,112,6,Washington Heights and Inwood (CD12),7.8,9.3,8.4,PM 2.5,365
Summer 2016,,201,6,Mott Haven and Melrose (CD1),8.6,10.2,9.3,PM 2.5,365
Summer 2016,,202,6,Hunts Point and Longwood (CD2),7.9,10.4,9.2,PM 2.5,365
Summer 2016,,203,6,Morrisania and Crotona (CD3),8.2,8.9,8.5,PM 2.5,365
Summer 2016,,204,6,Highbridge and Concourse (CD4),8.6,9.4,8.9,PM 2.5,365
Summer 2016,,205,6,Fordham and University Heights (CD5),8.5,9.6,8.9,PM 2.5,365
Summer 2016,,206,6,Belmont and East Tremont (CD6),8,9.3,8.6,PM 2.5,365
Summer 2016,,207,6,Kingsbridge Heights and Bedford (CD7),8,8.7,8.3,PM 2.5,365
Summer 2016,,208,6,Riverdale and Fieldston (CD8),7.5,8.6,7.9,PM 2.5,365
Summer 2016,,209,6,Parkchester and Soundview (CD9),7.4,9,8.2,PM 2.5,365
Summer 2016,,210,6,Throgs Neck and Co-op City (CD10),7.2,9,8,PM 2.5,365
Summer 2016,,211,6,Morris Park and Bronxdale (CD11),7.6,8.2,7.9,PM 2.5,365
Summer 2016,,212,6,Williamsbridge and Baychester (CD12),7.5,8.5,7.8,PM 2.5,365
